Title,Location,Price,Area,Room
Apartment Lansinkstraat,7481 JS Haaksbergen (Haaksbergen Kern-Centrum),€630 per month,40 m²,40 m²
Apartment Gedempte Gracht 551,2512 AM Den Haag (Zuidwal),"€1,200 per month",75 m²,75 m²
Apartment Brugstraat 7 2,6811 MB Arnhem (Utrechtsestraat),€495 per month,30 m²,30 m²
Apartment Tolstraat,7534 CG Enschede (Schipholt-Glanermaten),"€1,250 per month",80 m²,80 m²
Apartment Singel 204 F,1016 AA Amsterdam (Grachtengordel-West),"€1,600 per month",47 m²,47 m²
Apartment Oostzanerdijk,1033 AB Amsterdam (Oostzanerwerf),"€1,350 per month",51 m²,51 m²
Apartment Kometensingel,1033 BZ Amsterdam (Oostzanerwerf),"€1,250 per month",50 m²,50 m²
Apartment Antillenstraat,1058 HB Amsterdam (Westindische Buurt),"€1,500 per month",56 m²,56 m²
Apartment Burgemeester Patijnlaan,2585 CC Den Haag (Archipelbuurt),"€1,070 per month",60 m²,60 m²
Apartment Daguerrestraat,2561 TX Den Haag (Koningsplein en omgeving),"€1,300 per month",72 m²,72 m²
House Christiaan Quixstraat 14,6431 GX Hoensbroek (Hoensbroek-Centrum),"€1,095 per month",120 m²,120 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Burgemeester Jansoniushof 33,2131 BM Hoofddorp (Hoofddorp West),"€1,550 per month",69 m²,69 m²
Apartment Van Slingelandtstraat 5 II,2582 XJ Den Haag (Statenkwartier),"€1,495 per month",80 m²,80 m²
Apartment Engestraat,7411 LC Deventer (Centrum),€975 per month,80 m²,80 m²
Apartment Berghemseweg,5348 CD Oss (Verzetsheldenbuurt II),€865 per month,59 m²,59 m²
Apartment Van Beverningkstraat 225 C.,2582 VG Den Haag (Statenkwartier),"€1,350 per month",75 m²,75 m²
Apartment Amstelkade 58 III,1078 AJ Amsterdam (IJselbuurt),"€1,650 per month",58 m²,58 m²
Apartment Aalsmeerderdijk,1435 BZ Rijsenhout (Rijsenhout Dijk),"€1,975 per month",107 m²,107 m²
Apartment Pieter Cornelisz. Hooftstraat 90,1071 CC Amsterdam (Museumkwartier),"€2,750 per month",105 m²,105 m²
Apartment Nobelstraat,2513 BD Den Haag (Kortenbos),"€2,450 per month",148 m²,148 m²
Apartment Touwslagerhof,1315 BS Almere (Centrum Almere Stad),"€1,195 per month",80 m²,80 m²
Apartment Langestraat 59 A1,1211 GW Hilversum (Centrum),€930 per month,50 m²,50 m²
Apartment Coolhaven 48 F,3024 AD Rotterdam (Delfshaven),"€1,090 per month",55 m²,55 m²
Apartment Richard Holstraat 12 II,1071 SM Amsterdam (Museumkwartier),"€4,000 per month",169 m²,169 m²
Apartment Van Nijenrodeweg 158,1083 EK Amsterdam (Buitenveldert-Oost),"€1,750 per month",86 m²,86 m²
Apartment Frans Halsstraat 77 A3,1072 BN Amsterdam (Oude Pijp),"€1,500 per month",41 m²,41 m²
Apartment Derkinderenstraat,1061 VX Amsterdam (Overtoomse Veld),"€1,800 per month",87 m²,87 m²
Apartment Dorpstraat,6227 BM Maastricht (Heer),€995 per month,90 m²,90 m²
Apartment Baansingel 158,1813 ZE Alkmaar (Oud-Overdie),€850 per month,39 m²,39 m²
Apartment Utrechtsestraat 17,6021 EZ Budel (Budel),€850 per month,70 m²,70 m²
Apartment Ceintuurbaan 300 1,1072 GL Amsterdam (Nieuwe Pijp),"€1,730 per month",73 m²,73 m²
Apartment Havenspoor,3841 KZ Harderwijk (Zeebuurt-Oost),€991 per month,72 m²,72 m²
Apartment Verlengde Kazernestraat,7417 ZA Deventer (Hoornwerk),€610 per month,23 m²,23 m²
Apartment Erich Salomonstraat 352,1087 GZ Amsterdam (IJburg West),"€1,800 per month",100 m²,100 m²
House Bekkerstraat 154 C,3572 SM Utrecht (Wittevrouwen),"€2,500 per month",144 m²,144 m²
Apartment Koningin Marialaan 56,2595 GC Den Haag (Bezuidenhout-Midden),"€1,250 per month",65 m²,65 m²
Apartment Vorselaarstraat 38,1066 NN Amsterdam (Sloter-/Riekerpolder),"€1,650 per month",103 m²,103 m²
Apartment Eef Kamerbeekstraat,1095 MP Amsterdam (Zeeburgereiland/Nieuwe Diep),"€1,114 per month",58 m²,58 m²
Apartment Daguerrestraat,2561 TT Den Haag (Koningsplein en omgeving),"€1,300 per month",61 m²,61 m²
House Hoogaars,4617 GE Bergen op Zoom (Bergse Plaat),"€1,800 per month",148 m²,148 m²
Apartment Albertus Perksteeg 23 C,1217 MA Hilversum (Centrum),€800 per month,40 m²,40 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Halvemaanpassage,3011 DL Rotterdam (Stadsdriehoek),"€1,800 per month",77 m²,77 m²
Apartment Burgemeester Hogguerstraat,1064 CZ Amsterdam (Slotermeer-Zuidwest),"€1,500 per month",75 m²,75 m²
Apartment Albert Verweystraat 86,2274 LL Voorburg (Voorburg Midden midden),"€1,250 per month",58 m²,58 m²
Apartment Jan Evertsenstraat 591,1061 XZ Amsterdam (Overtoomse Veld),"€1,800 per month",89 m²,89 m²
Apartment Tugelaweg 42 A,1092 VH Amsterdam (Transvaalbuurt),"€1,650 per month",70 m²,70 m²
Apartment Pieter van Vollenhovenstraat,3832 JT Leusden (Tabaksteeg),"€1,150 per month",64 m²,64 m²
Apartment Haarlemmerstraat 105 1,1013 EM Amsterdam (Haarlemmerbuurt),"€1,850 per month",60 m²,60 m²
Apartment Balthasar Floriszstraat 39 3,1071 VA Amsterdam (Museumkwartier),"€3,600 per month",130 m²,130 m²
Apartment Stationsweg,5611 BZ Eindhoven (Binnenstad),"€1,200 per month",90 m²,90 m²
Apartment Bevelandselaan,1181 JM Amstelveen (Vredeveldbuurt),"€1,650 per month",85 m²,85 m²
Apartment Rietlandpark,1019 DR Amsterdam (Oostelijk Havengebied),"€2,750 per month",120 m²,120 m²
Apartment Schout Van Eijklaan,2262 XK Leidschendam (De Heuvel zuid),"€1,295 per month",80 m²,80 m²
Apartment Haarlemmerweg,1051 KS Amsterdam (Staatsliedenbuurt),"€1,600 per month",57 m²,57 m²
Apartment Catsheuvel,2517 JZ Den Haag (Zorgvliet),"€1,300 per month",52 m²,52 m²
Apartment Gerrit Rietveldsingel 203,1112 ZB Diemen (Holland Park),"€1,355 per month",93 m²,93 m²
Apartment Martini van Geffenstraat,1068 GE Amsterdam (Osdorp-Oost),"€1,150 per month",45 m²,45 m²
Apartment Groetstraat,1024 VC Amsterdam (Waterlandpleinbuurt),"€1,500 per month",65 m²,65 m²
Apartment Driebergenstraat,2546 BJ Den Haag (Leyenburg),"€1,050 per month",80 m²,80 m²
Apartment Vierwindenstraat 131,1013 LA Amsterdam (Haarlemmerbuurt),"€2,175 per month",92 m²,92 m²
Apartment Brouwersgracht,1015 GJ Amsterdam (Jordaan),"€2,250 per month",85 m²,85 m²
Apartment Trompenbergstraat 2,1931 AC Egmond aan Zee (Egmond aan Zee),€895 per month,48 m²,48 m²
Apartment Hoofddorpweg 30 I,1058 PC Amsterdam (Hoofddorppleinbuurt),"€1,500 per month",54 m²,54 m²
House Willibrorduslaan 158,1216 PE Hilversum (Kerkelanden),"€2,000 per month",160 m²,160 m²
Apartment Van Alkemadelaan,2597 BL Den Haag (Duttendel),"€1,295 per month",80 m²,80 m²
Apartment Sandenburch,1082 GN Amsterdam (Buitenveldert-West),"€1,800 per month",80 m²,80 m²
Apartment Lindengracht 128 IA,1015 KK Amsterdam (Jordaan),"€1,375 per month",35 m²,35 m²
Apartment Slotlaan 280 C,3701 GW Zeist (Carré),€875 per month,50 m²,50 m²
Apartment Weissenbruchstraat,2596 GC Den Haag (Nassaubuurt),"€1,250 per month",65 m²,65 m²
Apartment Groeneweg 5 a,1381 CM Weesp (Centrum),"€1,100 per month",60 m²,60 m²
House Prinses Marijkelaan 13,2341 VK Oegstgeest (Oranje Nassau),"€2,900 per month",160 m²,160 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Eef Kamerbeekstraat,1095 MP Amsterdam (Zeeburgereiland/Nieuwe Diep),"€1,142 per month",58 m²,58 m²
Apartment Dintelstraat 63 2,1078 VR Amsterdam (Scheldebuurt),"€3,950 per month",150 m²,150 m²
Apartment Vogelenzangstraat,1058 SW Amsterdam (Hoofddorppleinbuurt),"€1,650 per month",54 m²,54 m²
Apartment Clavecimbellaan,2287 VR Rijswijk (Muziekbuurt),"€1,163 per month",141 m²,141 m²
Apartment Arthur van Schendelplein 173,2624 CX Delft (Voorhof-Hoogbouw),€995 per month,94 m²,94 m²
House Bloklaan 22 A EG8,1231 AZ Loosdrecht (Oud-Loosdrecht),"€1,450 per month",90 m²,90 m²
Apartment Van Alkemadelaan 462,2597 AV Den Haag (Waalsdorp),"€1,500 per month",150 m²,150 m²
Apartment Overschiese Kleiweg,3045 LL Rotterdam (Zestienhoven),"€1,245 per month",66 m²,66 m²
Apartment Cingelstraat,4811 MC Breda (City),"€1,295 per month",75 m²,75 m²
Apartment 's-Gravelandseweg 742,3119 ND Schiedam (Schiehart),"€1,350 per month",81 m²,81 m²
House Noordweg,2641 AJ Pijnacker (Pijnacker Noord),"€1,250 per month",75 m²,75 m²
Apartment Nieuwe Leliestraat,1015 SP Amsterdam (Jordaan),"€2,000 per month",100 m²,100 m²
Apartment Apollolaan,1077 AD Amsterdam (Apollobuurt),"€1,950 per month",120 m²,120 m²
Apartment Mgr. van de Weteringstraat 64,3581 EK Utrecht (Buiten Wittevrouwen),"€2,150 per month",100 m²,100 m²
Apartment Singel,1012 WG Amsterdam (Burgwallen-Nieuwe Zijde),"€2,750 per month",110 m²,110 m²
Apartment Bellevuelaan 221,2012 BX Haarlem (Welgelegen),"€1,515 per month",88 m²,88 m²
Apartment Pompe van Meerdervoortstraat,2274 PR Voorburg (Voorburg Noord zuid),"€1,495 per month",62 m²,62 m²
Apartment Bellevuelaan 147,2012 BX Haarlem (Welgelegen),"€1,890 per month",128 m²,128 m²
Apartment Lindengracht,1015 KE Amsterdam (Jordaan),"€1,595 per month",45 m²,45 m²
Apartment Eef Kamerbeekstraat,1095 MP Amsterdam (Zeeburgereiland/Nieuwe Diep),"€1,328 per month",75 m²,75 m²
Apartment Titiaanstraat,1077 RL Amsterdam (Apollobuurt),"€4,300 per month",171 m²,171 m²
Apartment Burgemeester Reigerstraat,3581 KR Utrecht (Buiten Wittevrouwen),"€1,395 per month",47 m²,47 m²
Apartment Haverstraatpassage,7511 ET Enschede (City),€685 per month,38 m²,38 m²
Apartment Sint Willibrordusstraat 76,1073 VD Amsterdam (Nieuwe Pijp),"€2,400 per month",95 m²,95 m²
Apartment Hoogstraat 48 D,3011 PS Rotterdam (Stadsdriehoek),"€1,295 per month",72 m²,72 m²
Apartment Weena,3013 AL Rotterdam (Cs Kwartier),"€1,330 per month",88 m²,88 m²
Apartment Menno van Coehoornsingel,8011 XA Zwolle (Noordereiland),€850 per month,55 m²,55 m²
Apartment Denneweg 7 3,2514 CB Den Haag (Voorhout),"€1,500 per month",74 m²,74 m²
Room Spoelstraat,8011 RX Zwolle (Binnenstad-Zuid),€465 per month,18 m²,18 m²
Apartment Van Suchtelen van de Haarestraat 22 D,1068 GV Amsterdam (Osdorp-Oost),"€2,400 per month",116 m²,116 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Damlaan 74,2265 AP Leidschendam (Damcentrum),"€1,250 per month",70 m²,70 m²
Apartment Oudezijds Armsteeg 4 E,1012 GP Amsterdam (Burgwallen-Oude Zijde),"€1,500 per month",80 m²,80 m²
Apartment Veenendaalkade,2547 AJ Den Haag (Leyenburg),"€1,175 per month",82 m²,82 m²
Apartment Tweede Anjeliersdwarsstraat 20 2,1015 NT Amsterdam (Jordaan),"€1,475 per month",45 m²,45 m²
Apartment Gijsbrecht van Amstelstraat 246,1215 CR Hilversum (Schrijverskwartier),"€1,250 per month",80 m²,80 m²
Apartment Prins Bernhardstraat 53,1211 GJ Hilversum (Centrum),"€1,650 per month",107 m²,107 m²
House Sint Willibrordusstraat,6212 CA Maastricht (Villapark),"€2,500 per month",125 m²,125 m²
Apartment Heidestraat 15 8 *,1216 CK Hilversum (Het Rode Dorp),"€1,300 per month",82 m²,82 m²
Apartment Keizersgracht,1017 ES Amsterdam (Grachtengordel-Zuid),"€1,595 per month",60 m²,60 m²
Apartment Solitudolaan 194,1096 DS Amsterdam (Omval/Overamstel),"€1,895 per month",65 m²,65 m²
Apartment Soestdijksekade,2574 AC Den Haag (Leyenburg),"€1,150 per month",81 m²,81 m²
Apartment Minckelersstraat 1 C01,6211 GX Maastricht (Binnenstad),€812 per month,55 m²,55 m²
Apartment President Rooseveltlaan 175 D,6224 CM Maastricht (Wittevrouwenveld),"€1,235 per month",82 m²,82 m²
Apartment Wilhelminastraat 16 5,6131 KN Sittard (Ophoven),€920 per month,100 m²,100 m²
Apartment Boompjes 45 N,3011 XB Rotterdam (Stadsdriehoek),"€1,645 per month",89 m²,89 m²
Apartment Boompjes 54 M,3011 XB Rotterdam (Stadsdriehoek),"€1,595 per month",93 m²,93 m²
Apartment Kortenaerstraat,7513 AG Enschede (Horstlanden-Stadsweide),€795 per month,55 m²,55 m²
Apartment Egelantiersgracht 336,1015 RR Amsterdam (Jordaan),"€1,850 per month",57 m²,57 m²
Apartment Boompjes 46 Q,3011 XB Rotterdam (Stadsdriehoek),"€1,695 per month",107 m²,107 m²
Apartment Hoofdweg 538,1055 AB Amsterdam (Erasmuspark),"€1,750 per month",81 m²,81 m²
Apartment Gevers Deynootweg 56,2586 BM Den Haag (Scheveningen Badplaats),"€2,150 per month",143 m²,143 m²
Apartment Amstel 34 2,1017 AB Amsterdam (Grachtengordel-Zuid),"€2,250 per month",100 m²,100 m²
Apartment 1e Lulofsdwarsstraat 14 B,2521 AZ Den Haag (Laakhaven-West),"€1,325 per month",79 m²,79 m²
Apartment Muzenplein,2511 GD Den Haag (Uilebomen),"€1,750 per month",100 m²,100 m²
House Prinsevinkenpark 40,2585 HM Den Haag (Archipelbuurt),"€6,000 per month",283 m²,283 m²
Apartment Valkenburgerstraat 136 G,1011 NA Amsterdam (Nieuwmarkt/Lastage),"€2,015 per month",95 m²,95 m²
Apartment Tjalie Robinsonduin 44,2566 HE Den Haag (Vogelwijk),"€1,750 per month",140 m²,140 m²
Apartment George Gershwinlaan 79 D,1082 MT Amsterdam (Zuidas),"€3,400 per month",130 m²,130 m²
Apartment Bloemgracht,1016 KP Amsterdam (Jordaan),"€2,400 per month",99 m²,99 m²
Apartment Osdorpplein,1068 EP Amsterdam (Osdorp-Oost),"€2,100 per month",88 m²,88 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Jansweg,2011 KL Haarlem (Stationsbuurt),"€1,250 per month",55 m²,55 m²
Apartment Maliestraat 1 S,3581 SH Utrecht (Buiten Wittevrouwen),"€2,450 per month",108 m²,108 m²
Apartment Geest,2513 VB Den Haag (Kortenbos),"€2,375 per month",140 m²,140 m²
Apartment Goudvisstraat,5615 NZ Eindhoven (Oude Spoorbaan),"€1,395 per month",78 m²,78 m²
House Anna Paulownastraat,2518 BD Den Haag (Zeeheldenkwartier),"€5,000 per month",227 m²,227 m²
Apartment Begoniastraat 232,2565 SV Den Haag (Bloemenbuurt-Oost),"€1,095 per month",93 m²,93 m²
Apartment Kranenburgweg 19 A,2581 XX Den Haag (Geuzenkwartier),"€1,500 per month",102 m²,102 m²
Apartment Eerste Schinkelstraat 2 A1,1075 TX Amsterdam (Schinkelbuurt),"€1,475 per month",55 m²,55 m²
Apartment Cornelis Vermuydenstraat,1018 RN Amsterdam (Oostelijke Eilanden/Kadijken),"€2,050 per month",75 m²,75 m²
Apartment Cornelis Vermuydenstraat,1018 RN Amsterdam (Oostelijke Eilanden/Kadijken),"€2,050 per month",75 m²,75 m²
House Fret 25,5508 MA Veldhoven (De Kelen),"€2,500 per month",225 m²,225 m²
Apartment 1e Lulofsdwarsstraat 10 L,2521 AZ Den Haag (Laakhaven-West),"€1,310 per month",79 m²,79 m²
House Groep Werninkhof 28,1318 CS Almere (Verzetswijk),€600 per month,15 m²,15 m²
Apartment Torensteeg,1354 AN Almere (Centrum Almere Haven),"€1,270 per month",61 m²,61 m²
House Duinluststraat 36,1024 VK Amsterdam (Waterlandpleinbuurt),"€1,750 per month",102 m²,102 m²
Apartment Prinsengracht 381 I,1016 HL Amsterdam (Grachtengordel-West),"€2,250 per month",71 m²,71 m²
Apartment Bosboom-Toussaintplein,2624 DM Delft (Voorhof-Hoogbouw),"€1,100 per month",70 m²,70 m²
Room Diezerplein,8021 CS Zwolle (Dieze-Centrum),€395 per month,16 m²,16 m²
Apartment IJdoornlaan 261 B3,1024 KM Amsterdam (Waterlandpleinbuurt),"€1,485 per month",124 m²,124 m²
Apartment Van Asch van Wijckskade,3512 VP Utrecht (Breedstraat en Plompetorengracht en omgeving),"€1,395 per month",55 m²,55 m²
Apartment Maximiliaanstraat,3082 EA Rotterdam (Oud Charlois),"€1,050 per month",90 m²,90 m²
Apartment Maliestraat,2514 CA Den Haag (Voorhout),"€1,950 per month",85 m²,85 m²
Apartment Arthur van Schendelplein 196,2624 CZ Delft (Voorhof-Hoogbouw),€995 per month,94 m²,94 m²
Apartment Berghofstraat,6471 EJ Eygelshoven (Eygelshoven-Kom),€670 per month,75 m²,75 m²
Apartment Weena,3013 AL Rotterdam (Cs Kwartier),"€1,240 per month",85 m²,85 m²
Apartment Van Reigersbergenstraat,1052 WR Amsterdam (Frederik Hendrikbuurt),"€1,950 per month",97 m²,97 m²
Apartment Hazelaarstraat 111,2563 VK Den Haag (Heesterbuurt),"€1,150 per month",80 m²,80 m²
Apartment Fluitekruidweg,1508 AM Zaandam (Kogerveld),"€1,300 per month",76 m²,76 m²
House Rijnstraat 16,5626 AN Eindhoven (Kerkdorp Acht),"€3,250 per month",323 m²,323 m²
Apartment Voetboogstraat 16 1,1012 XL Amsterdam (Burgwallen-Nieuwe Zijde),"€1,450 per month",64 m²,64 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Heuvel 4 c,5563 AP Westerhoven (Heijerstraat-Loveren),€800 per month,65 m²,65 m²
Apartment Boezemkade,3031 BB Rotterdam (Rubroek),"€1,149 per month",76 m²,76 m²
Apartment Gerard Doustraat 88 4V,1072 VW Amsterdam (Oude Pijp),"€1,200 per month",30 m²,30 m²
Apartment Hooikade 29 3,2627 AB Delft (Delftzicht),€900 per month,35 m²,35 m²
Apartment Koninginneweg 10 C,2012 GN Haarlem (Koninginnebuurt),"€1,550 per month",62 m²,62 m²
Apartment Hermelijnvlinder 73,1113 LC Diemen (Vlindertuin),"€1,420 per month",84 m²,84 m²
Apartment Cornelis de Wittlaan 14,2582 CL Den Haag (Stadhoudersplantsoen),"€1,395 per month",108 m²,108 m²
House Pootstraat 141,2613 PJ Delft (Westerkwartier),"€1,750 per month",110 m²,110 m²
Apartment Andreas Schelfhoutstraat,1058 HT Amsterdam (Hoofddorppleinbuurt),"€1,650 per month",55 m²,55 m²
Apartment Rabbijn Maarsenplein 16,2512 HJ Den Haag (Zuidwal),"€1,727 per month",125 m²,125 m²
Apartment Veenendaalkade,2547 AG Den Haag (Leyenburg),"€1,350 per month",127 m²,127 m²
House Roseboom 24,1035 RS Amsterdam (Oostzanerwerf),"€2,000 per month",92 m²,92 m²
Apartment Loverstraat 11,3311 KN Dordrecht (Lombard en omgeving),"€1,210 per month",77 m²,77 m²
Apartment Prinsengracht 794 D,1017 LH Amsterdam (De Weteringschans),"€2,100 per month",62 m²,62 m²
Apartment Kamperlaan 136,2012 JA Haarlem (Welgelegen),"€1,195 per month",70 m²,70 m²
Apartment Vlamenburg 111,2591 AR Den Haag (Burgen en Horsten),"€1,250 per month",90 m²,90 m²
Apartment Groenburgwal 14 IV,1011 HV Amsterdam (Nieuwmarkt/Lastage),"€3,950 per month",189 m²,189 m²
Apartment Surinamestraat,2585 GK Den Haag (Archipelbuurt),"€2,950 per month",130 m²,130 m²
Apartment Nolensstraat,3039 PP Rotterdam (Blijdorp),"€1,275 per month",71 m²,71 m²
Apartment Stuyvesantstraat 51,2593 GB Den Haag (Bezuidenhout-Oost),"€1,400 per month",65 m²,65 m²
Apartment 1e Braamstraat,2563 HT Den Haag (Heesterbuurt),"€1,975 per month",100 m²,100 m²
House Rusthoekstraat,2584 CR Den Haag (Visserijbuurt),"€4,000 per month",201 m²,201 m²
Apartment Schiekade 49,3033 BD Rotterdam (Agniesebuurt),"€1,950 per month",103 m²,103 m²
House Parallelweg,1541 BC Koog aan de Zaan (Oud Koog),"€1,500 per month",90 m²,90 m²
House Oudkerkhof,"3512 GH Utrecht (Domplein, Neude, Janskerkhof)","€3,500 per month",165 m²,165 m²
Apartment Burgemeester Patijnlaan,2585 BN Den Haag (Archipelbuurt),"€1,800 per month",85 m²,85 m²
House Sterappel,5397 CH Lith (Lith),€995 per month,117 m²,117 m²
Apartment Cornelis Vermuydenstraat,1018 RN Amsterdam (Oostelijke Eilanden/Kadijken),"€2,050 per month",75 m²,75 m²
Apartment Albert Molhof,1031 JK Amsterdam (Noordelijke IJ-oevers West),"€1,655 per month",86 m²,86 m²
Apartment Vrouwjuttenland 34,2611 LC Delft (Centrum-Oost),"€1,175 per month",42 m²,42 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Bisschopsmolenstraat,4876 AR Etten-Leur (Grauwe Polder 3),"€1,440 per month",101 m²,101 m²
Apartment Pieter Calandlaan,1069 SC Amsterdam (Osdorp-Midden),"€1,750 per month",105 m²,105 m²
Apartment Smidswater,2514 BV Den Haag (Voorhout),"€1,795 per month",110 m²,110 m²
Apartment Hertog Hendrik van Brabantplein,5611 PJ Eindhoven (Rochusbuurt),"€1,070 per month",60 m²,60 m²
Apartment Eef Kamerbeekstraat,1095 MP Amsterdam (Zeeburgereiland/Nieuwe Diep),"€1,232 per month",61 m²,61 m²
